ci_code,ci_description
154131,Forearm Pronator Teres Strain 1 Deg
154132,Forearm Pronator Quadratis Strain 1 Deg
154134,Forearm Extensor Indicis Strain 1 Deg
154140,Forearm Supinator Strain 1 Deg
154141,Forearm Abductor Pollicis Longus Strain 1 Deg
154142,Forearm Extensor Pollicis Longus Strain 1 Deg
154143,Forearm Extensor Pollicis Brevis Strain 1 Deg
154200,Forearm Strain 2 Deg (non-specific)
154210,Forearm Flexor Strain 2 Deg
154211,Forearm Flexor Carpi Radialis Strain 2 Deg
154212,Forearm Flexor Carpi Ulnaris Strain 2 Deg
154213,Forearm Flexor Digiti Superficialis Strain 2 Deg
154214,Forearm Flexor Digiti Profundis Strain 2 Deg
154215,Forearm Flexor Pollicis Longus Strain 2 Deg
154216,Forearm Palmaris Longus Strain 2 Deg
154217,Forearm Flexor Digitorum Profundis Strain 2 Deg
154220,Forearm Extensor Strain 2 Deg
154221,Forearm Extensor Carpi Ulnaris Strain 2 Deg
154222,Forearm Extensor Carpi Radials Longus Strain 2 Deg
154223,Forearm Extensor Carpi Radials Brevis Strain 2 Deg
154224,Forearm Extensor Digitorium Strain 2 Deg
154225,Forearm Extensor Digiti Minimi Strain 2 Deg
154226,Forearm Brachioradialis Strain 2 Deg
154230,Forearm Pronator Strain 2 Deg
154231,Forearm Pronator Teres Strain 2 Deg
154232,Forearm Pronator Quadratis Strain 2 Deg
154234,Forearm Extensor Indicis Strain 2 Deg
154240,Forearm Supinator Strain 2 Deg
154241,Forearm Abductor Pollicis Longus Strain 2 Deg
154242,Forearm Extensor Pollicis Longus Strain 2 Deg
154243,Forearm Extensor Pollicis Brevis Strain 2 Deg
154300,Forearm Strain 3 Deg (non-specific)
154310,Forearm Flexor Strain 3 Deg
154311,Forearm Flexor Carpi Radials Strain 3 Deg
154312,Forearm Flexor Carpi Ulnaris Strain 3 Deg
154313,Forearm Flexor Digiti Sprficials 3 Deg
154314,Forearm Flexor Digiti Profundis 3 Deg
154315,Forearm Flexor Pollicis Longus 3 Deg
154316,Forearm Palmaris Longus Strain 3 Deg
154317,Forearm Flexor Digitorum Profundis Strain 3 Deg
154320,Forearm Extensor Strain 3 Deg
154321,Forearm Extensor Carpi Ulnaris Strain 3 Deg
154322,Forearm Extensor Carpi Radials Longs Strain 3 Deg
154323,Forearm Extensor Carpi Radials Brevs Strain 3 Deg
154324,Forearm Extensor Digitorium Strain 3 Deg
154325,Forearm Extensor Digiti Minimi Strain 3 Deg
154326,Forearm Brachioradialis Strain 3 Deg
154330,Forearm Pronator Strain 3 Deg
154331,Forearm Pronator Teres Strain 3 Deg
154332,Forearm Pronator Quadratis Strain 3 Deg
154340,Forearm Supinator Strain 3 Deg
154341,Forearm Abductor Pollicis Longus Strain 3 Deg
154342,Forearm Extensor Pollicis Longus Strain 3 Deg
154343,Forearm Extensor Pollicis Brevis Strain 3 Deg
154344,Forearm Extensor Indicis Strain 3 Deg
154512,Forearm Flexor Carpi Ulnaris Severance
154513,Forearm Flexor Digitorum Superficials Severance
154515,Forearm Muscle Laceration - Extensor/Supinator Compartment
154516,Forearm Muscle Laceration - Flexor/Pronator Compartment
154517,Forearm Flexor Digitorum Profundis Severance - Extensor/Supinator Compartment
154520,Forearm Muscle Rupture
154523,Forearm Extensor Carpi Radials Brevis Severance
154526,Forearm Brachioradialis Strain 3 Deg
155000,Forearm Fracture/Non-specific
155010,Forearm Fracture/Radius/Shaft
155011,Forearm Fracture/Radius/Shaft/Proximal 3rd
155012,Forearm Fracture/Radius/Shaft/Middle 3rd
155013,Forearm Fracture/Radius/Shaft/Distal 3rd
155020,Forearm Fracture/Ulna/Shaft
155021,Forearm Fracture/Ulna/Proximal 3rd/Extra-articular
155022,Forearm Fracture/Ulna/Middle 3rd
155023,Forearm Fracture/Ulna/Distal 3rd/Extra-articular
155024,Forearm Fracture/Ulna/Distal Styloid
155025,Forearm Fracture/Ulna/Shaft/Closed - Distal 3rd
155026,Forearm Fracture/Ulna/Shaft/Closed - Middle 3rd
155027,Forearm Fracture/Ulna/Shaft/Closed - Proximal 3rd
155100,Forearm Fracture/Open
155110,Forearm Fracture/Radius/Shaft/Open
155111,Forearm Fracture/Radius/open/Proximal 3rd
155112,Forearm Fracture/Radius/Open/Middle 3rd
155113,Forearm Fracture/Radius/Open/Distal 3rd
155114,Forearm Fracture/Radius/Shaft/Closed - Distal 3rd
155115,Forearm Fracture/Radius/Shaft/Closed - Middle 3rd
155116,Forearm Fracture/Radius/Shaft/Closed - Proximal 3rd
155117,Forearm Fracture/Radius/Shaft/Open - Distal 3rd
155118,Forearm Fracture/Radius/Shaft/Open - Middle 3rd
155119,Forearm Fracture/Radius/Shaft/Open - Proximal 3rd
155120,Forearm Fracture/Ulna/Shaft/Open
155121,Forearm Fracture/Ulna/Open/Proximal 3rd
155122,Forearm Fracture/Ulna/Open/Middle 3rd
155123,Forearm Fracture/Ulna/Open/Distal 3rd
155124,Forearm Fracture/Ulna/Shaft/Open - Distal 3rd
155125,Forearm Fracture/Ulna/Shaft/Open - Middle 3rd
155126,Forearm Fracture/Ulna/Shaft/Open - Proximal 3rd
155213,Forearm Fracture/Radius/Distal Styloid
155223,Forearm Fracture/Ulna/Distal/Avulsion
155230,Forearm Fracture/Ulna/Coranoid/Avulsion
155310,Forearm Fracture/Radius/Dislocation
155400,Forearm Fracture/Epiphyseal Plate
155410,Forearm Fracture/Radius/Epiphyseal Plate
155411,Forearm Fracture/Radius/Epiphyseal/Proximal
155412,Forearm Fracture/Radius/Epiphyseal/Distal
155420,Forearm Fracture/Ulna/Epiphyseal Plate
155421,Forearm Fracture/Ulna/Epiphyseal/Proximal
155423,Forearm Fracture/Ulna/Epiphyseal/Distal
155500,Forearm Fracture/Stress
155501,Forearm Fracture/Stress - Distal 3rd
155502,Forearm Fracture/Stress - Middle 3rd
155503,Forearm Fracture/Stress - Proximal 3rd
155511,Forearm Fracture/Radius/Stress/Proximal 3rd
155512,Forearm Fracture/Radius/Stress/Middle 3rd
155513,Forearm Fracture/Radius/Stress/Distal 3rd
155514,Forearm Fracture/Radius/Stress/Proximal 3rd - Radius
155515,Forearm Fracture/Radius/Stress/Proximal 3rd - Ulna
155521,Forearm Fracture/Ulna/Stress/Proximal 3rd
155522,Forearm Fracture/Ulna/Stress/Middle 3rd
155523,Forearm Fracture/Ulna/Stress/Distal 3rd
155600,Forearm Fracture/Greenstick
155611,Forearm Fracture/Radius/Proximal/Greenstick
155612,Forearm Fracture/Radius/Middle/Greenstick
155613,Forearm Fracture/Radius/Distal/Greenstick
155621,Forearm Fracture/Ulna/Proximal/Greenstick
155622,Forearm Fracture/Ulna/Middle/Greenstick
155623,Forearm Fracture/Ulna/Distal/Greenstick
155800,Forearm Fracture/Comminuted
155811,Forearm Fracture/Radius/Radial Head Intra-articular
155812,Forearm Fracture/Radius/Middle/Comminuted
155813,Forearm Fracture/Radius/Distal/Intra-articular
155821,Forearm Fracture/Ulna/Proximal/Intra-articular
155822,Forearm Fracture/Ulna/Middle/Comminuted
155823,Forearm Fracture/Ulna/Distal/Intra-articular
155900,Forearm Fracture/Other
155911,Forearm Fracture/Radius/Proximal/Other
155912,Forearm Fracture/Radius/Middle/Other
155913,Forearm Fracture/Radius/Distal/Other
155921,Forearm Fracture/Ulna/Proximal/Other
155922,Forearm Fracture/Ulna/Middle/Other
155923,Forearm Fracture/Ulna/Distal/Other
156130,Forearm Periostitis
156160,Forearm Fasciitis/Tendinitis
156161,Forearm Flexor Tendonosis
156162,Forearm Extensor Tendonosis
156163,Forearm Tendinitis - Extensor/Supinator Compartment
156164,Forearm Tendinitis - Flexor/Pronator Compartment
156170,Forearm Synovitis
156190,Forearm Extensor Origin Tendinosis - Lateral Epicondylitis
156191,Forearm Flexor/Pronator Origin Tendinosis - Medial Epicondylitis
159600,Forearm Below Elbow Amputation
160010,Wrist TFCC (Triangular Fibrocartilage Complex) Tear
160020,Wrist Triangular Fibrocartilage Complex
160100,Wrist Abrasion
160200,Wrist Soft Tissue Contusion
160201,Wrist Contusion/Ulna Distal
160202,Wrist Contusion/Radius Distal
160203,Wrist Bone Contusion - Carpal
160210,Wrist Ulna Styloid Contusion
160220,Wrist Ganglion
160221,Wrist Ganglion - Dorsal
160222,Wrist Ganglion - Volar
160240,Wrist Dorsal Contusion
160300,Wrist Puncture
160301,Wrist Puncture Wound - Dorsal
160302,Wrist Puncture Wound - Volar
160400,Wrist Laceration
160401,Wrist Laceration - Dorsal
160402,Wrist Laceration - Volar
160600,Wrist Tenosynovitis-Tendinitis/Acute
160610,Wrist Tenosynovitis-Tendinitis Flexor
160620,Wrist Tenosynovitis-Tendinitis Extensor
160700,Wrist Synovitis
160701,"Wrist Synovitis - Metabolic (eg: gout, rheumatoid arthritis, pseudogout)"
160702,Wrist Synovitis - Traumatic
160800,Dorsal Rim Impaction Syndrome (DRIS)
161000,Wrist Neurotrauma
161546,Wrist Nerve Injury With Sensory Loss - Compression/Entrapment
161610,Wrist Nerve Disorder w/Sensory Loss
161611,Wrist Ulnar Nerve Entrapment w/Sensory Loss
161612,Wrist Ulnar Nerve Injury w/Sensory Loss
161613,Wrist Median Nerve Injury w/Sensory Loss
161620,Wrist Nerve Injury with Sensory and Motor Loss
161621,Wrist Ulnar Nerve Entrapment w/Motor Loss
161622,Wrist Ulnar Nerve Injury with Sensory & Motor Loss
161623,Wrist Median Nerve Injury with Sensory & Motor Loss
161630,Wrist Nerve Disorder w/S&M Loss
161631,Wrist Ulnar Nerve Entrapment w/S&M Loss
162100,Wrist Burn 1 Deg
162200,Wrist Chemical Burn 2 Deg
162201,Wrist Burn 2 Deg
162300,Wrist Burn 3 Deg
163000,Wrist Sprain
163001,Wrist Medial Sprain (non-specific)
163002,Wrist Lateral Sprain (non-specific)
163003,Wrist Medial Sprain - Radiocarpal
163004,Wrist Medial Sprain - DRUJ (Distal Radioulnar Joint)
163010,Wrist Hyperextension Sprain
163020,Wrist Hyperflexion Sprain
163030,Wrist Radio-Carpal Joint Sprain
163040,Wrist Ulnar-Carpal Joint Sprain
163050,Wrist Perilunate Sprain
163060,Wrist DRUJ (Distal Radioulnar Joint) Sprain
163070,Wrist Ulnar Collateral Ligament Sprain
163080,Wrist Carpal Joint Sprain
163100,Wrist Sprain 1 Deg (non-specific)
163101,Wrist Medial Sprain 1 Deg (non-specific)
163102,Wrist Lateral Sprain 1 Deg (non-specific)
163110,Wrist Hyperextension Sprain 1 Deg
163120,Wrist Hyperflexion Sprain 1 Deg
163130,Wrist Radio-Carpal Joint Sprain 1 Deg
163140,Wrist Ulnar-Carpal Joint Sprain 1 Deg
163150,Wrist Perilunate Sprain 1 Deg
163160,Wrist Radioulnar Sprain/Distal 1 Deg
163170,Wrist Ulnar Collateral Ligament Sprain 1 Deg
163180,Wrist Carpal Joint Sprain 1 Deg
163200,Wrist Sprain 2 Deg (non-specific)
163210,Wrist Hyperextension Sprain 2 Deg
163220,Wrist Hyperflexion Sprain 2 Deg
163230,Wrist Radio-Carpal Joint Sprain 2 Deg
163240,Wrist Ulnar-Carpal Joint Sprain 2 Deg
163250,Wrist Perilunate Sprain 2 Deg
163270,Wrist Ulnar Collateral Ligament Sprain 2 Deg
163280,Wrist Carpal Joint Sprain 2 Deg
163300,Wrist Sprain 3 Deg (non-specific)
163310,Wrist Hyperextension Sprain 3 Deg
163320,Wrist Hyperflexion Sprain 3 Deg
163330,Wrist Radio-Carpal Joint Sprain 3 Deg
163340,Wrist Ulnar-Carpal Joint Sprain 3 Deg
163350,Wrist Perilunate Sprain 3 Deg
163370,Wrist Ulnar Collateral Ligament Sprain 3 Deg
163380,Wrist Carpal Joint Sprain 3 Deg
163410,Wrist Subluxation/Navicular
163430,Wrist Subluxation/Carpometacarpal
163440,Wrist Subluxation/Ulnar
163460,Wrist Subluxation/Radioulnar Distal
163461,Wrist DRUJ (Distal Radioulnar Joint) Instability - Dorsal
163462,Wrist DRUJ (Distal Radioulnar Joint) Instability - Volar
163600,Wrist Dislocation
163601,Wrist Dislocation - Carpal
163602,Wrist Dislocation - Carpometacarpal
163603,Wrist Dislocation - Radiocarpal
163640,Wrist Dislocation/Lunate
163641,Wrist Scapholunate Interosseous Ligament Tear/Dissociation
163650,Wrist Perilunate Injury/Dislocation
163660,Wrist Dislocation/Inferior-Radioulnar
163661,Wrist Perilunate Fracture Dislocation/Injury
163670,Wrist Dislocation/Lunate/Perilunar
164000,Wrist Muscle Strain
164010,Wrist Ext Carpi Ulnaris Tendon Strain
164100,Wrist Strain 1 Deg (non-specific)
164110,Wrist Extensor Carpi Ulnaris Tendon Strain 1 Deg
164200,Wrist Strain 2 Deg (non-specific)
164210,Wrist Extensor Carpi Ulnaris Tendon Strain 2 Deg
164300,Wrist Strain 3 Deg (non-specific)
164310,Wrist Extensor Carpi Ulnaris Tendon Strain 3 Deg (Complete)
164500,Wrist Tendon Rupture
164501,Wrist Tendon Rupture - Extensor
164502,Wrist Tendon Rupture - Flexor
164510,Wrist Extensor Carpi Ulnaris Tendon Rupture
164600,Wrist Tendon Acute Subluxation
164601,Wrist Tendon Acute Subluxation - Extensor
164602,Wrist Tendon Acute Subluxation - Flexor
164700,Wrist Tendon Recurrent Subluxation
164701,Wrist Tendon Recurrent Subluxation - Extensor
164702,Wrist Tendon Recurrent Subluxation - Flexor
165000,Wrist Fracture/Non-specific
165010,Wrist Fracture/Navicular(Scaphoid)
165011,Wrist Fracture/Navicular(Scaphoid)/Chip Proximal
165012,Wrist Fracture/Navicular(Scaphoid)/Chip Distal
165020,Wrist Fracture Distal Radius/Intra-articular (Closed)
165030,Wrist Fracture/Pisiform
165040,Wrist Fracture/Capitate
165050,Wrist Fracture - Triquetrum
165060,Wrist Fracture/Trapezium
165070,Wrist Fracture/Lunate
165080,Wrist Fracture/Trapezoid
165110,Wrist Fracture/Navicular/Open
165120,Wrist Fracture Distal Radius/Intra-articular (Open)
165130,Wrist Fracture Distal Ulna/Intra-articular (Open)
165200,Wrist Fracture/Avulsion
165210,Wrist Fracture/Navicular(Scaphoid)/Avulsion
165250,Wrist Fracture - Triquetrum - Avulsion
165300,Wrist Fracture/Dislocation
165310,Wrist Fracture/Navicular(Scaphoid)/Dislocation
165311,Wrist Fracture/Navicular (Scaphoid) - Distal Pole
165312,Wrist Fracture/Navicular (Scaphoid) - Proximal Pole
165313,Wrist Fracture/Navicular (Scaphoid) - Waist
165314,Wrist Fracture/Navicular/Non-Union (Scaphoid) - Distal Pole
165315,Wrist Fracture/Navicular/Non-Union (Scaphoid) - Proximal Pole
165316,Wrist Fracture/Navicular/Non-Union (Scaphoid) - Waist
165320,Wrist Fracture/Colles(Scaphoid)/Dislocation
165330,Wrist Fracture/Radius(Scaphoid)/Dislocation
165500,Wrist Fracture/Stress
165510,Wrist Fracture/Navicular(Scaphoid)/Stress
165530,Wrist Fracture/Radius/Distal/Stress
165570,Wrist Lunate Avascular Necrosis (Kienbock's Disease)
165610,Wrist Fracture/Navicular(Scaphoid)/Greenstick
165620,Wrist Fracture/Colles/Greenstick
165710,Wrist Fracture/Navicular/Osteochondral
165800,Wrist Fracture/Comminuted
165810,Wrist Fracture/Navicular(Scaphoid)/Comminuted
165820,Wrist Fracture/Colles/Comminuted
165910,Wrist Fracture/Navicular/Other
165950,Wrist Fracture/Hamate/Other
165951,Wrist Fracture - Body of Hamate
165952,Wrist Fracture - Hook of Hamate
165970,Wrist Fracture/Lunate/Other
166100,Wrist Musculoskeletal Inflammation
166110,Wrist Epiphysitis
166120,Wrist Contracture/Stiffness
166130,Wrist Periostitis
166160,Wrist Fasciitis-Tendinitis/Chronic
166161,Wrist De Quervain's Syndrome
166162,Wrist Carpal Tunnel Syndrome
166170,Wrist Synovitis-Capsulitis/Chronic
166201,Wrist Navicular (Scaphoid) Avascular Necrosis
166250,Wrist Calcification/Osteophyte
166460,Wrist Degeneration/General
166461,Wrist Arthritis - Carpal
166462,Wrist Arthritis - Carpometacarpal
166463,Wrist Arthritis - DRUJ (Distal Radioulnar Joint)
166464,Wrist Arthritis - Radiocarpal
168621,Wrist Staph Infection - MRSA
168622,Wrist Staph Infection - MSSA
168810,Wrist Bone Graft
170100,Hand Abrasion
170200,Hand Soft Tissue Contusion
170201,Hand Thenar Contusion
170210,Hand Metacarpal Contusion/Base
170220,Hand Metacarpal Contusion/Neck
170230,Hand Metacarpal Contusion/Shaft
170231,Hand Bone Contusion - Metacarpal - 1st
170232,Hand Bone Contusion - Metacarpal - 2nd
170233,Hand Bone Contusion - Metacarpal - 3rd
170234,Hand Bone Contusion - Metacarpal - 4th
170235,Hand Bone Contusion - Metacarpal - 5th
170243,Hand 3rd PIP Contusion
170310,Hand Puncture Wound
170400,Hand Laceration
170401,Hand Laceration - Dorsal
170402,Hand Laceration - Volar
170440,Hand Thenar Laceration
170450,Hand Web Space Laceration/Hypothenar
170500,Hand Bursitis
170600,Hand Tenosynovitis-Tendinitis
170601,Hand Tenosynovitis-Tendinitis - Extensor
170602,Hand Tenosynovitis-Tendinitis - Flexor
170700,Hand Synovitis-Capsulitis/Acute
170800,Hand Hematoma
170801,Hand Hematoma - Dorsal
170802,Hand Hematoma - Volar
172110,Hand Burn 1 Deg
172200,Hand Thermal Burn 2 Deg
172201,Hand Burn 2 Deg
172210,Hand Chemical Burn 2 Deg
172300,Hand Burn 3 Deg
172400,Hand Friction Blister
173000,Hand Sprain
173010,Hand M-P Joint Sprain
173011,Hand 1st M-P Joint Sprain
173012,Hand 2nd M-P Joint Sprain
173013,Hand 3rd M-P Joint Sprain
173014,Hand 4th M-P Joint Sprain
173015,Hand 5th M-P Joint Sprain
173100,Hand Sprain 1 Deg (non-specific)
173110,Hand M-P Joint Sprain 1 Deg
173111,Hand 1st M-P Joint Sprain 1 Deg
173112,Hand 2nd M-P Joint Sprain 1 Deg
173113,Hand 3rd M-P Joint Sprain 1 Deg
173114,Hand 4th M-P Joint Sprain 1 Deg
173115,Hand 5th M-P Joint Sprain 1 Deg
173200,Hand Sprain 2 Deg (non-specific)
173210,Hand M-P Joint Sprain 2 Deg
173300,Hand Sprain 3 Deg (non-specific)
173310,Hand M-P Joint Sprain 3 Deg
173800,Hand Dislocation/Open
174000,Hand Muscle Strain
174010,Hand Flexor Digitorium Profundis
174100,Hand Strain 1 Deg (non-specific)
174110,Hand Flexor Digitorium Profundis 1 Deg
174200,Hand Strain 2 Deg (non-specific)
174300,Hand Strain 3 Deg (non-specific)
174500,Hand Tendon Severance
174501,Hand Tendon Laceration - Extensor
174502,Hand Tendon Laceration - Flexor
174510,Hand Tendon Rupture
174700,Hand Tendon Recurrent Subluxation
174701,Hand Tendon Recurrent Subluxation - Extensor
174702,Hand Tendon Recurrent Subluxation - Flexor
175000,Hand Fracture
175001,Hand 1st Metacarpal Fracture
175002,Hand 2nd Metacarpal Fracture
175003,Hand 3rd Metacarpal Fracture
175004,Hand 4th Metacarpal Fracture
175005,Hand 5th Metacarpal Fracture
175006,Hand 1st Metacarpal Fracture/Base/Closed
175007,Hand 1st Metacarpal Fracture/Base/Open
175008,Hand 1st Metacarpal Fracture/Neck/Closed
175009,Hand 1st Metacarpal Fracture/Neck/Open
175010,Hand Metacarpal Fracture/Base
175011,Hand 1st Metacarpal Fracture/Shaft/Closed
175012,Hand 1st Metacarpal Fracture/Shaft/Open
175013,Hand 2nd Metacarpal Fracture/Base/Closed
175014,Hand 2nd Metacarpal Fracture/Base/Open
175015,Hand 2nd Metacarpal Fracture/Neck/Closed
175016,Hand 2nd Metacarpal Fracture/Neck/Open
175017,Hand 2nd Metacarpal Fracture/Shaft/Closed
175018,Hand 2nd Metacarpal Fracture/Shaft/Open
175019,Hand 3rd Metacarpal Fracture/Base/Closed
175020,Hand Metacarpal Fracture/Neck
175021,Hand 3rd Metacarpal Fracture/Base/Open
175022,Hand 3rd Metacarpal Fracture/Neck/Closed
175023,Hand 3rd Metacarpal Fracture/Neck/Open
175024,Hand 3rd Metacarpal Fracture/Shaft/Closed
175025,Hand 3rd Metacarpal Fracture/Shaft/Open
175026,Hand 4th Metacarpal Fracture/Base/Closed
175027,Hand 4th Metacarpal Fracture/Base/Open
175028,Hand 4th Metacarpal Fracture/Neck/Closed
175029,Hand 4th Metacarpal Fracture/Neck/Open
175030,Hand Metacarpal Fracture/Shaft
175031,Hand 4th Metacarpal Fracture/Shaft/Closed
175032,Hand 4th Metacarpal Fracture/Shaft/Open
175033,Hand 5th Metacarpal Fracture/Base/Closed
175034,Hand 5th Metacarpal Fracture/Base/Open
175035,Hand 5th Metacarpal Fracture/Neck/Closed
175036,Hand 5th Metacarpal Fracture/Neck/Open
175037,Hand 5th Metacarpal Fracture/Shaft/Closed
175038,Hand 5th Metacarpal Fracture/Shaft/Open
175040,Hand Metacarpal Fracture/Multiple
175100,Hand Metacarpal Fracture/Open
175110,Hand Metacarpal Fracture/Base/Open
175120,Hand Metacarpal Fracture/Neck/Open
175130,Hand Metacarpal Fracture/Shaft/Open
175140,Hand Metacarpal Fracture/Multiple/Open
175200,Hand Metacarpal Fracture/Avulsion
175210,Hand Metacarpal Fracture/Base/avulsion
175215,Hand 5th Metacarpal Fracture/Base/Avulsion
175220,Hand Metacarpal Fracture/Neck/avulsion
175230,Hand Metacarpal Fracture/Shaft/avulsion
175300,Hand Metacarpal Fracture/Dislocation
175310,Hand Metacarpal Fracture/Base/Dislocation l
175320,Hand Metacarpal Fracture/Neck/Dislocation
175330,Hand Metacarpal Fracture/Shaft/Dislocation
175340,Hand Metacarpal Fracture/Multiple/Dislocation
175400,Hand Metacarpal Fracture/Epiphyseal
175420,Hand Metacarpal Fracture/Neck/Epiphyseal
175430,Hand Metacarpal Fracture/Shaft/Epiphyseal
175500,Hand Metacarpal Fracture/Stress
175510,Hand Metacarpal Fracture/Base/Stress
175520,Hand Metacarpal Fracture/Neck/Stress
175530,Hand Metacarpal Fracture/Shaft/Stress
175600,Hand Metacarpal Fracture/Greenstick
175602,Hand 2nd Metacarpal Fracture/Greenstick
175610,Hand Metacarpal Fracture/Base/Greenstick
175630,Hand Metacarpal Fracture/Shaft/Greenstick
175730,Hand Metacarpal Fracture/Shaft/Osteochondral
175800,Hand Metacarpal Fracture/Comminuted
175801,Hand Metacarpal Fracture/Head/Intra-Articular - 1st digit (thumb)
175802,Hand Metacarpal Fracture/Head/Intra-Articular - 2nd digit (index)
175803,Hand Metacarpal Fracture/Head/Intra-Articular - 3rd digit (middle)
175804,Hand Metacarpal Fracture/Head/Intra-Articular - 4th digit (ring)
175805,Hand Metacarpal Fracture/Head/Intra-Articular - 5th digit (small)
175810,Hand Metacarpal Fracture/Base/Comminuted
175811,Hand Metacarpal Fracture/Base/Intra-Articular - 1st digit (thumb)
175812,Hand Metacarpal Fracture/Base/Intra-Articular - 2nd digit (index)
175813,Hand Metacarpal Fracture/Base/Intra-Articular - 3rd digit (middle)
175814,Hand Metacarpal Fracture/Base/Intra-Articular - 4th digit (ring)
175815,Hand Metacarpal Fracture/Base/Intra-Articular - 5th digit (small)
175820,Hand Metacarpal Fracture/Neck/Comminuted
175830,Hand Metacarpal Fracture/Shaft/Comminuted
175840,Hand Metacarpal Fracture/Multiple/Comminuted
175900,Hand Metacarpal Fracture/Other
175910,Hand Metacarpal Fracture/Base/Other
175920,Hand Metacarpal Fracture/Neck/Other
175930,Hand Metacarpal Fracture/Shaft/Other
176001,Hand Removal of Internal Fixation
176310,Hand M-P Joint/Solitary Cycle
178601,Hand Staph Infection - MRSA
178602,Hand Staph Infection - MSSA
180100,Thumb Abrasion
180200,Thumb Soft Tissue Contusion
180210,Thumb Bone Contusion - Distal Phalanx
180211,Thumb Bone Contusion - Proximal Phalanx
180220,Thumb M-P Joint Contusion
180230,Thumb Flexion Contracture
180300,Thumb Puncture
180301,Thumb Puncture Wound - Volar
180302,Thumb Puncture Wound - Dorsal
180400,Thumb Laceration
180401,Thumb Laceration - Dorsal
180402,Thumb Laceration - Volar
181500,Thumb Nerve Contusion
181510,Thumb Nerve Contusion w/Sensory Loss
181540,Thumb Radial Digital Nerve Injury With Sensory Loss - Compression: 2nd digit (index)
181541,Thumb Radial Digital Nerve Injury With Sensory Loss - Contusion: 2nd digit (index)
181542,Thumb Radial Digital Nerve Injury With Sensory Loss - Laceration: 2nd digit (index)
181543,Thumb Ulnar Digital Nerve Injury With Sensory Loss - Compression: 2nd digit (index)
181544,Thumb Ulnar Digital Nerve Injury With Sensory Loss - Contusion: 2nd digit (index)
181545,Thumb Ulnar Digital Nerve Injury With Sensory Loss - Laceration: 2nd digit (index)
182400,Thumb Friction Blister
182401,Thumb Friction Blister - Dorsal
182402,Thumb Friction Blister - Volar
182403,Thumb Burn 1 Deg
182404,Thumb Burn 2 Deg
182405,Thumb Burn 3 Deg
183000,Thumb Sprain
183010,Thumb Carpo-Metacarpal Sprain
183020,Thumb I-P Joint Sprain
183030,Thumb Metacarpophalangeal (MCP) Joint Sprain
183040,Thumb Metacarpophalangeal (MCP) Joint Ulnar Collateral Ligament (UCL) Sprain
183050,Thumb Metacarpophalangeal (MCP) Joint Radial Collateral Ligament (RCL) Sprain
183100,Thumb Sprain 1 Deg (non-specific)
183110,Thumb Carpo-Metacarpal Sprain 1 Deg
183120,Thumb I-P Joint Sprain 1 Deg
183130,Thumb M-C-P Sprain 1 Deg
183140,Thumb Ulnarcollateral Ligament Sprain 1 Deg
183150,Thumb Radiocollateral Ligament Sprain 1 Deg
183200,Thumb Sprain 2 Deg (non-specific)
183210,Thumb Carpo-Metacarpal Sprain 2 Deg
183220,Thumb I-P Joint Sprain 2 Deg
183230,Thumb M-C-P Sprain 2 Deg
183240,Thumb Ulnarcollateral Ligament Sprain 2 Deg
183250,Thumb Radiocollateral Ligament Sprain 2 Deg
183300,Thumb Sprain 3 Deg (non-specific)
183310,Thumb Carpo-Metacarpal Sprain 3 Deg
183320,Thumb I-P Joint Sprain 3 Deg
183330,Thumb M-C-P Sprain 3 Deg
183340,Thumb Ulnarcollateral Ligament Sprain 3 Deg
183350,Thumb Radiocollateral Ligament Sprain 3 Deg
183400,Thumb Sprain Subluxation/Acute
183420,Thumb I-P Joint Acute Subluxation
183430,Thumb M-C-P Acute Subluxation
183600,Thumb Dislocation
183601,Thumb Dorsal Dislocation/Closed - Distal I-P (DIP)
183602,Thumb Volar Dislocation/Closed - Distal I-P (DIP)
183603,Thumb Dorsal Dislocation/Closed - M-C-P (MP)
183604,Thumb Volar Dislocation/Closed - M-C-P (MP)
183605,Thumb Dorsal Dislocation/Closed - Proximal I-P (PIP)
183606,Thumb Volar Dislocation/Closed - Proximal I-P (PIP)
183610,Thumb Carpo-Metacarpal Dislocation
183611,Thumb Carpo-Metacarpal Dorsal Dislocation/Closed
183612,Thumb Carpo-Metacarpal Dorsal Dislocation/Open
183613,Thumb Carpo-Metacarpal Volar Dislocation/Closed
183614,Thumb Carpo-Metacarpal Volar Dislocation/Open
183620,Thumb I-P Joint Dislocation
183621,Thumb I-P Joint Dorsal Dislocation /Open
183622,Thumb I-P Joint Dorsal Dislocation/Closed
183623,Thumb I-P Joint Volar Dislocation/Closed
183624,Thumb I-P Joint Volar Dislocation/Open
183630,Thumb M-C-P Dislocation
183631,Thumb M-C-P (MP) Dorsal Dislocation/Closed
183632,Thumb M-C-P (MP) Dorsal Dislocation/Open
183633,Thumb M-C-P (MP) Volar Dislocation/Closed
183634,Thumb M-C-P (MP) Volar Dislocation/Open
183700,Thumb Recurrent Dislocation
183800,Thumb Dislocation/open
183801,Thumb Dorsal Dislocation/Open - Distal I-P (DIP)
183802,Thumb Volar Dislocation/Open - Distal I-P (DIP)
183803,Thumb Dorsal Dislocation/Open - M-C-P (MP)
183804,Thumb Volar Dislocation/Open - M-C-P (MP)
183805,Thumb Dorsal Dislocation/Open - Proximal I-P (PIP)
